scenario,group,day,mean_demand,demand_p05,demand_p50,demand_p95,optimized_capacity,optimized_expected_cost,optimized_shortage_probability,optimized_expected_shortage,optimized_expected_unused,mean_policy_capacity,mean_policy_expected_cost,mean_policy_shortage_probability,mean_policy_expected_shortage,mean_policy_expected_unused
behaviour_alpha_2,behaviour,48,8272.566020641545,6191.95,8279.0,10337.05,9449,1875.1449,0.1724,117.1036,1289.6269,8273,2994.1239,0.5012,499.6001,496.1234
behaviour_alpha_2,behaviour,49,7967.5376199817,6016.95,7969.5,9917.05,9116,1768.0094,0.1621,102.4207,1255.9059,7968,2807.3118,0.5006,466.9711,472.4563
behaviour_alpha_2,behaviour,50,7683.711806588119,5759.9,7711.5,9561.099999999999,8790,1736.7122,0.1719,106.4212,1204.6062,7684,2817.6402,0.508,470.9092,463.0942
uncertainty_alpha_0.5_cv_0.05,uncertainty,0,1500.0,1376.0,1501.0,1625.0,1572,113.0459,0.171,6.9855,78.1184,1500,182.9039,0.5009,30.6285,29.7614
uncertainty_alpha_0.5_cv_0.05,uncertainty,1,3459.675946568386,3177.0,3459.5,3740.0,3622,255.0464,0.1683,15.4266,177.9134,3460,408.0662,0.4985,67.9299,68.4167
uncertainty_alpha_0.5_cv_0.05,uncertainty,2,7421.13928482227,6824.0,7415.5,8021.049999999999,7798,554.0738,0.1518,29.3825,407.1613,7421,878.9238,0.493,146.3575,147.1363
uncertainty_alpha_0.5_cv_0.05,uncertainty,3,14507.50062508552,13339.9,14509.0,15708.099999999999,15206,1088.9279,0.1722,66.3856,756.9999,14508,1752.3111,0.5006,293.2828,285.8971
uncertainty_alpha_0.5_cv_0.05,uncertainty,4,24982.83386230559,22943.0,25001.5,27028.05,26197,1856.3987,0.1651,108.5771,1313.5132,24983,2989.7367,0.5049,499.8001,490.7362
uncertainty_alpha_0.5_cv_0.05,uncertainty,5,36976.76419123307,33904.65,36961.5,40037.1,38733,2812.1016,0.1756,175.0524,1936.8396,36977,4469.2988,0.4971,743.9186,749.7058
uncertainty_alpha_0.5_cv_0.05,uncertainty,6,47493.01426033977,43547.65,47502.0,51376.05,49741,3551.665,0.1774,217.6598,2463.366,47493,5698.1208,0.5015,950.0691,947.7753
uncertainty_alpha_0.5_cv_0.05,uncertainty,7,55016.86666341643,50456.9,55011.5,59462.149999999994,57687,4089.8384,0.1645,233.0024,2924.8264,55017,6574.2728,0.4988,1092.0748,1113.8988
uncertainty_alpha_0.5_cv_0.05,uncertainty,8,59851.34931084506,54924.95,59783.5,64773.59999999999,62730,4507.5762,0.1614,263.1466,3191.8432,59851,7062.4162,0.4899,1168.7866,1218.4832
uncertainty_alpha_0.5_cv_0.05,uncertainty,9,62797.510131448806,57869.0,62830.5,68004.2,65841,4663.0791,0.1643,280.6922,3259.6181,62798,7476.6503,0.5039,1256.7874,1192.7133
uncertainty_alpha_0.5_cv_0.05,uncertainty,10,64422.20855476767,59174.75,64439.0,69684.15,67617,4764.0833,0.157,261.7901,3455.1328,64422,7628.1125,0.502,1271.6283,1269.971
uncertainty_alpha_0.5_cv_0.05,uncertainty,11,65024.68192442067,59752.0,65015.5,70273.2,68250,4814.6391,0.1581,261.7375,3505.9516,65025,7677.0903,0.4992,1276.3127,1295.5268
uncertainty_alpha_0.5_cv_0.05,uncertainty,12,64776.70741653596,59465.95,64799.5,70227.15,68020,4925.6484,0.1625,284.5997,3502.6499,64777,7866.6606,0.502,1315.2684,1290.3186
uncertainty_alpha_0.5_cv_0.05,uncertainty,13,63817.1878400708,58491.9,63861.5,69107.05,66811,4794.0863,0.1803,302.5361,3281.4058,63817,7746.0785,0.5049,1293.5348,1278.4045
uncertainty_alpha_0.5_cv_0.05,uncertainty,14,62284.39777359118,57167.9,62284.5,67390.05,65324,4652.9042,0.167,267.023,3317.7892,62284,7455.826,0.5,1240.8433,1251.6095
uncertainty_alpha_0.5_cv_0.05,uncertainty,15,60315.6952159783,55399.0,60279.0,65209.0,63311,4540.8295,0.1593,252.8235,3276.712,60316,7157.5635,0.4947,1188.1125,1217.001
uncertainty_alpha_0.5_cv_0.05,uncertainty,16,58038.37926144698,53302.75,58127.5,62854.49999999999,60852,4366.0569,0.1755,272.5374,3003.3699,58038,7134.8097,0.5122,1202.9962,1119.8287
uncertainty_alpha_0.5_cv_0.05,uncertainty,17,55562.40051116041,51066.9,55598.0,60068.05,58248,4141.4143,0.1653,243.881,2922.0093,55562,6634.7379,0.5052,1107.1016,1099.2299
uncertainty_alpha_0.5_cv_0.05,uncertainty,18,52977.39292271389,48658.85,53027.0,57301.05,55587,3929.3517,0.1604,221.2856,2822.9237,52977,6319.1973,0.5065,1054.5932,1046.2313
uncertainty_alpha_0.5_cv_0.05,uncertainty,19,50353.14254852209,46138.85,50368.0,54534.149999999994,52789,3817.8117,0.172,231.7818,2658.9027,50353,6138.3843,0.5018,1024.5439,1015.6648
uncertainty_alpha_0.5_cv_0.05,uncertainty,20,47741.947701338424,43837.9,47757.5,51796.1,50110,3662.8941,0.1656,220.9581,2558.1036,47742,5828.4815,0.5017,976.556,945.7015
uncertainty_alpha_0.5_cv_0.05,uncertainty,21,45181.659532985606,41377.0,45206.5,48941.05,47330,3406.5368,0.1771,210.2427,2355.3233,45182,5474.3042,0.5044,912.8706,909.9512
uncertainty_alpha_0.5_cv_0.05,uncertainty,22,42698.68945389888,39133.9,42715.0,46230.149999999994,44723,3216.0948,0.1754,200.9017,2211.5863,42699,5166.7534,0.5031,863.3448,850.0294
uncertainty_alpha_0.5_cv_0.05,uncertainty,23,40310.65092138561,37013.0,40294.5,43636.2,42269,3027.11,0.1667,179.1687,2131.2665,40311,4866.8358,0.4976,812.123,806.2208
uncertainty_alpha_0.5_cv_0.05,uncertainty,24,38028.53297656816,34852.9,38039.5,41150.05,39848,2805.9141,0.1675,165.5463,1978.1826,38029,4527.8627,0.5022,755.7044,749.3407
uncertainty_alpha_0.5_cv_0.05,uncertainty,25,35858.41888009389,32977.0,35864.0,38754.1,37562,2650.414,0.1695,158.3466,1858.681,35858,4227.9418,0.5015,705.2679,701.6023
uncertainty_alpha_0.5_cv_0.05,uncertainty,26,33802.81157684603,30980.0,33775.0,36640.1,35415,2575.0185,0.1667,157.0571,1789.733,33803,4045.6013,0.4951,670.8209,691.4968
uncertainty_alpha_0.5_cv_0.05,uncertainty,27,31861.639424509187,29274.9,31892.0,34531.05,33422,2393.3121,0.172,145.4845,1665.8896,31862,3893.0337,0.5077,655.4381,615.8432
uncertainty_alpha_0.5_cv_0.05,uncertainty,28,30033.011174220337,27584.85,30031.0,32464.05,31556,2229.8821,0.1527,116.6649,1646.5576,30033,3524.7599,0.4994,586.3112,593.2039
uncertainty_alpha_0.5_cv_0.05,uncertainty,29,28313.77840998105,26031.0,28322.5,30630.1,29696,2103.4499,0.1561,117.6551,1515.1744,28314,3323.1963,0.5025,551.2795,566.7988
uncertainty_alpha_0.5_cv_0.05,uncertainty,30,26699.95237900185,24494.85,26710.0,28878.05,28010,1986.2287,0.1614,114.4461,1413.9982,26700,3185.1011,0.5031,532.5915,522.1436
uncertainty_alpha_0.5_cv_0.05,uncertainty,31,25187.011229227097,23158.0,25192.0,27251.199999999997,26450,1868.9944,0.1636,103.6316,1350.8364,25187,3021.7054,0.5015,506.2501,490.4549
uncertainty_alpha_0.5_cv_0.05,uncertainty,32,23770.1255052442,21814.7,23798.0,25742.0,24909,1796.8902,0.1766,112.4315,1234.7327,23770,2909.7916,0.5114,487.7484,471.0496
uncertainty_alpha_0.5_cv_0.05,uncertainty,33,22444.322537363096,20598.95,22448.5,24322.05,23537,1692.7267,0.1648,100.9768,1187.8427,22444,2707.8897,0.502,452.3373,446.2032
uncertainty_alpha_0.5_cv_0.05,uncertainty,34,21204.605381380934,19466.95,21222.0,22927.1,22221,1573.1159,0.1729,94.8723,1098.7544,21205,2557.3407,0.5066,428.2431,416.1252
uncertainty_alpha_0.5_cv_0.05,uncertainty,35,20046.03786867569,18392.0,20033.5,21702.05,21013,1510.6652,0.1669,90.5147,1058.0917,20046,2415.6832,0.496,402.5177,403.0947
uncertainty_alpha_0.5_cv_0.05,uncertainty,36,18963.80442595646,17408.95,18968.0,20524.05,19885,1417.4177,0.1692,83.2907,1000.9642,18964,2289.4097,0.5017,382.1227,378.7962
uncertainty_alpha_0.5_cv_0.05,uncertainty,37,17953.251128666507,16489.0,17974.0,19423.0,18855,1334.5745,0.1608,74.3216,962.9665,17953,2165.0373,0.5102,363.0654,349.7103
uncertainty_alpha_0.5_cv_0.05,uncertainty,38,17009.91275855276,15614.0,16993.0,18391.0,17835,1273.8793,0.1671,74.0403,903.6778,17010,2022.9817,0.4905,336.3907,341.0282
uncertainty_alpha_0.5_cv_0.05,uncertainty,39,16129.529518044592,14824.0,16128.0,17459.0,16914,1207.3314,0.1685,71.5098,849.7824,16130,1938.4628,0.4982,324.0317,318.3043
uncertainty_alpha_0.5_cv_0.05,uncertainty,40,15308.056036371228,14044.0,15298.0,16577.05,16031,1156.3114,0.1726,71.8202,797.2104,15308,1825.2934,0.4925,303.8172,306.2074
uncertainty_alpha_0.5_cv_0.05,uncertainty,41,14541.664753866273,13348.95,14539.0,15726.05,15244,1088.8976,0.1624,63.6179,770.8081,14542,1717.358,0.4975,285.3613,290.5515
uncertainty_alpha_0.5_cv_0.05,uncertainty,42,13826.7451495187,12686.95,13829.0,14968.0,14501,1030.6533,0.1629,59.2645,734.3308,13827,1657.5475,0.5008,276.0802,277.1465
uncertainty_alpha_0.5_cv_0.05,uncertainty,43,13159.900014364412,12085.95,13163.0,14264.0,13778,990.5401,0.1749,62.693,677.0751,13160,1582.6567,0.5021,264.3791,260.7612
uncertainty_alpha_0.5_cv_0.05,uncertainty,44,12537.939589369325,11529.0,12535.0,13571.0,13150,945.9998,0.168,55.9644,666.1778,12538,1504.2224,0.498,251.0015,249.2149
uncertainty_alpha_0.5_cv_0.05,uncertainty,45,11957.874263021817,10964.95,11957.5,12918.0,12527,885.8716,0.1649,51.7987,626.8781,11958,1411.1042,0.4995,234.1708,240.2502
uncertainty_alpha_0.5_cv_0.05,uncertainty,46,11416.906291249197,10500.0,11418.0,12357.05,11983,844.7981,0.1576,47.0076,609.7601,11417,1358.9739,0.5003,227.0369,223.7894
uncertainty_alpha_0.5_cv_0.05,uncertainty,47,10912.420931321265,10020.95,10913.0,11813.0,11410,818.7474,0.1746,53.2475,552.5099,10912,1295.907,0.5004,215.7741,217.0365
uncertainty_alpha_0.5_cv_0.05,uncertainty,48,10441.977262899929,9566.95,10445.0,11310.05,10937,788.9589,0.1723,49.2632,542.6429,10442,1260.0945,0.5012,210.2858,208.6655
uncertainty_alpha_0.5_cv_0.05,uncertainty,49,10003.298897814671,9187.0,10004.0,10819.0,10484,739.9167,0.162,42.8525,525.6542,10003,1175.8751,0.5008,195.6789,197.4806
uncertainty_alpha_0.5_cv_0.05,uncertainty,50,9594.264753558347,8793.95,9606.0,10376.05,10054,722.8882,0.172,44.4206,500.7852,9594,1173.5328,0.508,196.1947,192.5593
uncertainty_alpha_0.5_cv_0.15,uncertainty,0,1500.0,1127.0,1502.0,1874.0,1715,339.1594,0.1736,21.1264,233.5274,1500,548.7026,0.5023,91.8836,89.2846
uncertainty_alpha_0.5_cv_0.15,uncertainty,1,3459.675946568386,2610.0,3459.0,4300.049999999999,3945,765.1819,0.1701,46.5604,532.3799,3460,1225.4693,0.4994,204.1083,204.9278
uncertainty_alpha_0.5_cv_0.15,uncertainty,2,7421.13928482227,5629.0,7404.5,9223.0,8552,1662.2027,0.1518,88.0991,1221.7072,7421,2636.1881,0.4932,438.93,441.5381
uncertainty_alpha_0.5_cv_0.15,uncertainty,3,14507.50062508552,11006.65,14512.5,18110.199999999997,16601,3266.8493,0.1727,199.5013,2269.3428,14508,5258.9235,0.5008,880.347,857.1885
uncertainty_alpha_0.5_cv_0.15,uncertainty,4,24982.83386230559,18864.9,25037.5,31118.249999999996,28626,5569.2237,0.1652,325.6231,3941.1082,24983,8969.8901,0.5051,1499.5675,1472.0526
uncertainty_alpha_0.5_cv_0.15,uncertainty,5,36976.76419123307,27761.850000000002,36931.5,46157.34999999999,42245,8436.3209,0.1756,525.2377,5810.1324,36977,13408.8377,0.4973,2231.9905,2248.8852
uncertainty_alpha_0.5_cv_0.15,uncertainty,6,47493.01426033977,35655.950000000004,47519.0,59142.149999999994,54235,10655.1335,0.1775,653.3305,7388.481,47493,17094.2851,0.5016,2850.1891,2843.3396
uncertainty_alpha_0.5_cv_0.15,uncertainty,7,55016.86666341643,41337.65,55000.0,68350.59999999999,63027,12269.5448,0.1645,699.0559,8774.2653,55017,19723.3706,0.4989,3276.3602,3341.5696
uncertainty_alpha_0.5_cv_0.15,uncertainty,8,59851.34931084506,45071.75,59647.0,74618.79999999997,68486,13522.6951,0.1615,789.6519,9574.4356,59851,21185.9235,0.49,3506.0233,3655.807
uncertainty_alpha_0.5_cv_0.15,uncertainty,9,62797.510131448806,48013.8,62896.5,78419.5,71929,13989.2622,0.1643,841.912,9779.7022,62798,22431.9964,0.5039,3770.8677,3577.6579
uncertainty_alpha_0.5_cv_0.15,uncertainty,10,64422.20855476767,48680.3,64472.0,80209.45,74009,14292.3959,0.157,784.9907,10367.4424,64422,22883.5011,0.502,3814.6749,3810.1266
uncertainty_alpha_0.5_cv_0.15,uncertainty,11,65024.68192442067,49205.0,64996.5,80769.59999999999,74701,14443.937,0.1581,785.1527,10518.1735,65025,23032.4998,0.4992,3829.2465,3886.2673
uncertainty_alpha_0.5_cv_0.15,uncertainty,12,64776.70741653596,48845.8,64846.0,81126.5,74506,14776.9259,0.1625,853.8939,10507.4564,64777,23601.1493,0.5021,3946.0978,3870.6603
uncertainty_alpha_0.5_cv_0.15,uncertainty,13,63817.1878400708,47840.8,63950.0,79688.0,72797,14382.382,0.1804,907.8995,9842.8845,63817,23237.4804,0.5049,3880.4159,3835.4009
uncertainty_alpha_0.5_cv_0.15,uncertainty,14,62284.39777359118,46933.85,62284.0,77601.15,71403,13958.7316,0.1671,801.1054,9953.2046,62284,22365.9008,0.5,3722.1336,3755.2328
uncertainty_alpha_0.5_cv_0.15,uncertainty,15,60315.6952159783,45566.95,60205.5,74995.1,69301,13622.4418,0.1593,758.5653,9829.6153,60316,21473.9056,0.4947,3564.6426,3650.6926
uncertainty_alpha_0.5_cv_0.15,uncertainty,16,58038.37926144698,43829.4,58306.0,72487.49999999997,66480,13098.1641,0.1755,817.4824,9010.7521,58038,21402.8433,0.5122,3608.5956,3359.8653
uncertainty_alpha_0.5_cv_0.15,uncertainty,17,55562.40051116041,42075.75,55668.5,69081.0,63620,12424.2205,0.1653,731.5081,8766.68,55562,19902.6055,0.5052,3320.9056,3298.0775
uncertainty_alpha_0.5_cv_0.15,uncertainty,18,52977.39292271389,40021.45,53124.5,65949.05,60806,11788.0501,0.1604,663.8896,8468.6021,52977,18955.9481,0.5065,3163.3726,3139.0851
uncertainty_alpha_0.5_cv_0.15,uncertainty,19,50353.14254852209,37709.6,50398.5,62896.49999999999,57660,11453.487,0.172,695.4756,7976.109,50353,18414.6436,0.5017,3073.5017,3047.1351
uncertainty_alpha_0.5_cv_0.15,uncertainty,20,47741.947701338424,36029.75,47789.5,59904.299999999996,54845,10988.6939,0.1656,663.0618,7673.3849,47742,17485.6989,0.5018,2929.7293,2837.0524
uncertainty_alpha_0.5_cv_0.15,uncertainty,21,45181.659532985606,33767.95,45257.0,56461.05,51628,10219.5514,0.1771,630.4981,7067.0609,45182,16424.3318,0.5046,2738.9615,2729.5243
uncertainty_alpha_0.5_cv_0.15,uncertainty,22,42698.68945389888,32002.75,42746.5,53293.49999999999,48773,9648.2219,0.1754,602.4653,6635.8954,42699,15501.5109,0.5031,2590.3468,2549.7769
uncertainty_alpha_0.5_cv_0.15,uncertainty,23,40310.65092138561,30417.95,40263.0,50288.54999999999,46186,9081.3418,0.1668,537.4556,6394.0638,40311,14601.8682,0.4977,2436.71,2418.3182
uncertainty_alpha_0.5_cv_0.15,uncertainty,24,38028.53297656816,28501.75,38061.0,47394.05,43485,8417.7255,0.1678,496.9571,5932.94,38029,13585.4209,0.5025,2267.573,2247.5559
uncertainty_alpha_0.5_cv_0.15,uncertainty,25,35858.41888009389,27215.0,35874.5,44543.399999999994,40968,7951.2884,0.1696,475.2431,5575.0729,35858,12682.18,0.5015,2115.3917,2105.2215
uncertainty_alpha_0.5_cv_0.15,uncertainty,26,33802.81157684603,25335.9,33719.5,42316.149999999994,38637,7725.0713,0.1667,471.5687,5367.2278,33803,12137.6227,0.4952,2012.6606,2074.3197
uncertainty_alpha_0.5_cv_0.15,uncertainty,27,31861.639424509187,24100.75,31952.5,39870.05,36542,7179.9836,0.172,436.5837,4997.0651,31862,11680.5806,0.5077,1966.6832,1847.1646
uncertainty_alpha_0.5_cv_0.15,uncertainty,28,30033.011174220337,22688.5,30028.5,37325.149999999994,34600,6689.4847,0.1529,350.2964,4938.0027,30033,10574.1933,0.4995,1758.9145,1779.6208
uncertainty_alpha_0.5_cv_0.15,uncertainty,29,28313.77840998105,21463.0,28340.0,35264.149999999994,32460,6310.3015,0.1562,353.0333,4545.135,28314,9970.4719,0.5027,1654.0617,1700.1634
uncertainty_alpha_0.5_cv_0.15,uncertainty,30,26699.95237900185,20084.55,26729.0,33236.1,30630,5958.6846,0.1615,343.3531,4241.9191,26700,9555.5082,0.5032,1597.8237,1566.3897
uncertainty_alpha_0.5_cv_0.15,uncertainty,31,25187.011229227097,19101.0,25202.0,31378.59999999999,28975,5606.9894,0.1637,311.0577,4051.7009,25187,9065.1198,0.5015,1518.7461,1471.3893
uncertainty_alpha_0.5_cv_0.15,uncertainty,32,23770.1255052442,17905.100000000002,23853.5,29686.05,27187,5390.6889,0.1766,337.2539,3704.4194,23770,8728.8873,0.5114,1463.1203,1413.2858
uncertainty_alpha_0.5_cv_0.15,uncertainty,33,22444.322537363096,16905.95,22457.5,28079.05,25721,5078.1941,0.165,303.1581,3562.4036,22444,8122.3861,0.502,1356.6901,1338.9356
uncertainty_alpha_0.5_cv_0.15,uncertainty,34,21204.605381380934,15990.85,21257.5,26372.249999999996,24254,4719.3436,0.1729,284.5793,3296.4471,21205,7673.6124,0.5068,1285.1241,1247.9919
uncertainty_alpha_0.5_cv_0.15,uncertainty,35,20046.03786867569,15084.9,20008.5,25016.0,22945,4531.9808,0.167,271.8586,3172.6878,20046,7246.87,0.4961,1207.5068,1209.336
uncertainty_alpha_0.5_cv_0.15,uncertainty,36,18963.80442595646,14297.9,18976.0,23645.149999999998,21726,4252.2641,0.1695,250.1078,3001.7251,18964,6869.0571,0.5022,1146.5733,1136.1906
uncertainty_alpha_0.5_cv_0.15,uncertainty,37,17953.251128666507,13559.95,18016.5,22362.0,20658,4003.7119,0.1609,223.0465,2888.4794,17953,6494.0945,0.5103,1088.9436,1049.3765
uncertainty_alpha_0.5_cv_0.15,uncertainty,38,17009.91275855276,12822.0,16958.5,21154.0,19486,3821.5829,0.1672,221.9733,2711.7164,17010,6069.2635,0.4906,1009.2534,1022.9965
uncertainty_alpha_0.5_cv_0.15,uncertainty,39,16129.529518044592,12211.95,16124.5,20117.05,18483,3622.0083,0.1687,214.5214,2549.4013,16130,5817.2429,0.4991,972.5605,954.4404
uncertainty_alpha_0.5_cv_0.15,uncertainty,40,15308.056036371228,11516.0,15278.5,19116.05,17478,3468.9201,0.1726,215.2744,2392.5481,15308,5475.6857,0.4926,911.402,918.6757
uncertainty_alpha_0.5_cv_0.15,uncertainty,41,14541.664753866273,10961.95,14535.0,18096.149999999998,16648,3266.6494,0.1625,190.9573,2311.8629,14542,5153.329,0.4978,856.4039,871.3095
uncertainty_alpha_0.5_cv_0.15,uncertainty,42,13826.7451495187,10407.9,13834.0,17249.1,15850,3091.9979,0.1629,177.7158,2203.4189,13827,4973.6239,0.5013,828.4868,831.1899
uncertainty_alpha_0.5_cv_0.15,uncertainty,43,13159.900014364412,9938.9,13170.0,16473.0,15015,2971.5868,0.1749,187.9414,2031.8798,13160,4748.421,0.5028,793.2471,782.1855
uncertainty_alpha_0.5_cv_0.15,uncertainty,44,12537.939589369325,9511.95,12528.0,15636.05,14374,2837.9913,0.1681,167.9118,1998.4323,12538,4512.9465,0.4982,753.071,747.5915
uncertainty_alpha_0.5_cv_0.15,uncertainty,45,11957.874263021817,8979.75,11956.5,14838.099999999999,13665,2657.6131,0.1652,155.4371,1880.4276,11958,4233.8215,0.4998,702.6385,720.629
uncertainty_alpha_0.5_cv_0.15,uncertainty,46,11416.906291249197,8665.95,11420.5,14238.05,13114,2534.3312,0.1583,141.2077,1828.2927,11417,4077.2544,0.5005,681.1949,671.2799
uncertainty_alpha_0.5_cv_0.15,uncertainty,47,10912.420931321265,8238.85,10914.0,13613.099999999999,12406,2456.1472,0.1746,159.5857,1658.2187,10912,3885.988,0.5005,646.8925,651.5255
uncertainty_alpha_0.5_cv_0.15,uncertainty,48,10441.977262899929,7815.0,10449.5,13048.05,11927,2366.8843,0.1724,147.8011,1627.8788,10442,3780.3733,0.5013,630.8826,625.9603
uncertainty_alpha_0.5_cv_0.15,uncertainty,49,10003.298897814671,7554.0,10006.0,12451.05,11445,2219.7437,0.1621,128.6216,1576.6357,10003,3526.3425,0.501,586.7214,592.7355
uncertainty_alpha_0.5_cv_0.15,uncertainty,50,9594.264753558347,7191.9,9629.0,11939.05,10976,2168.5176,0.1719,132.8163,1504.4361,9594,3519.508,0.508,588.3147,577.9345
uncertainty_alpha_0.5_cv_0.30,uncertainty,0,1500.0,754.95,1503.5,2248.0,1929,677.757,0.1741,42.3233,466.1405,1500,1095.7818,0.5023,183.4941,178.3113
uncertainty_alpha_0.5_cv_0.30,uncertainty,1,3459.675946568386,1763.0,3457.5,5140.0,4429,1529.011,0.1703,93.1136,1063.443,3460,2447.8534,0.4994,407.754,409.0834
uncertainty_alpha_0.5_cv_0.30,uncertainty,2,7421.13928482227,3842.0,7385.5,11022.05,9679,3321.4707,0.152,176.3334,2439.8037,7421,5264.2291,0.4929,876.4598,881.9301
uncertainty_alpha_0.5_cv_0.30,uncertainty,3,14507.50062508552,7515.300000000001,14512.5,21707.349999999995,18690,6528.3614,0.1727,398.783,4534.4464,14508,10503.4724,0.5006,1758.3015,1711.9649
uncertainty_alpha_0.5_cv_0.30,uncertainty,4,24982.83386230559,12763.85,25084.0,37242.54999999999,32260,11129.5715,0.1652,651.1187,7873.978,24983,17913.7623,0.5046,2994.6505,2940.5098
uncertainty_alpha_0.5_cv_0.30,uncertainty,5,36976.76419123307,18575.65,36876.0,55322.749999999985,47498,16857.4956,0.1757,1050.5722,11604.6346,36977,26777.61,0.4969,4457.4246,4490.487
uncertainty_alpha_0.5_cv_0.30,uncertainty,6,47493.01426033977,23853.95,47530.5,70772.25,60960,21292.5603,0.1775,1306.3448,14760.8363,47493,34137.9927,0.5011,5691.7502,5679.2417
uncertainty_alpha_0.5_cv_0.30,uncertainty,7,55016.86666341643,27699.350000000002,54967.0,81662.19999999998,71016,24518.1243,0.1645,1398.0036,17528.1063,55017,39388.2111,0.4984,6542.8514,6673.9541
uncertainty_alpha_0.5_cv_0.30,uncertainty,8,59851.34931084506,30334.55,59425.0,89363.54999999994,77097,27021.831,0.1615,1579.2862,19125.4,59851,42307.6708,0.4897,7001.2595,7301.3733
uncertainty_alpha_0.5_cv_0.30,uncertainty,9,62797.510131448806,33266.55,62976.0,94015.94999999998,81036,27954.7004,0.1643,1683.7493,19535.9539,62798,44797.4062,0.5036,7530.5336,7144.7382
uncertainty_alpha_0.5_cv_0.30,uncertainty,10,64422.20855476767,32983.55,64501.5,95970.84999999999,83571,28562.3741,0.157,1569.8614,20713.0671,64422,45699.5399,0.5016,7617.5557,7611.7614
uncertainty_alpha_0.5_cv_0.30,uncertainty,11,65024.68192442067,33428.95,64948.5,96488.24999999999,84352,28862.9771,0.1583,1570.2372,21011.7911,65025,45996.1363,0.499,7646.9304,7761.4843
